REGIONE;PROVINCIA;COMUNE;RAGIONE SOCIALE;PARTITA IVA;ID_SOGGETTO;INDIRIZZO;SITO WEB;NUMERO DI PRONTO INTERVENTO;STATO;TIPO GAS;CODICE PDR
Campania;NA;Vico Equense;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800900999;Attivo;Gas naturale;0088
Campania;SA;Cetara;AMALFITANA GAS S.R.L.;04445980727;318;Via SAN LEONARDO traversa Migliaro 120 - Salerno ( Salerno );http://www.amalfitanagas.it;800992771;Attivo;Gas naturale;0981
Campania;SA;Cicerale;AMALFITANA GAS S.R.L.;04445980727;318;Via SAN LEONARDO traversa Migliaro 120 - Salerno ( Salerno );http://www.amalfitanagas.it;800992771;Attivo;Gas naturale;0981
Campania;SA;Eboli;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800.900.999;Attivo;Gas naturale;0088
Campania;SA;Giungano;AMALFITANA GAS S.R.L.;04445980727;318;Via SAN LEONARDO traversa Migliaro 120 - Salerno ( Salerno );http://www.amalfitanagas.it;800992771;Attivo;Gas naturale;0981
Campania;SA;Montecorvino Rovella;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800900999;Attivo;Gas naturale;0088
Campania;SA;Rofrano;ULTRAGAS C.M. S.P.A.;01885890697;793;Via V. Sicilia  66 - Roma ( Roma );http://www.ultragas.it;800996633;Attivo;GPL;
Campania;SA;San Mango Piemonte;SISTEMI SALERNO - RETI GAS S.P.A.;04080690656;820;Via Stefano Passaro 1 - Salerno ( Salerno );https://retigas.grupposistemisalerno.it/;800012551;Attivo;Gas naturale;1534
Campania;SA;San Valentino Torio;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800.900.999;Attivo;Gas naturale;0088
Campania;SA;Sarno;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800.900.999;Attivo;Gas naturale;0088
Campania;SA;Torre Orsaia;ULTRAGAS C.M. S.P.A.;01885890697;793;Via V. Sicilia  66 - Roma ( Roma );http://www.ultragas.it;800996633;Attivo;GPL;
Campania;SA;Tramonti;AMALFITANA GAS S.R.L.;04445980727;318;Via SAN LEONARDO traversa Migliaro 120 - Salerno ( Salerno );http://www.amalfitanagas.it;800992771;Attivo;Gas naturale;0981
Emilia-Romagna;BO;Anzola dell'Emilia;AS RETIGAS SRL;03167510365;1112;Via Maestri del Lavoro 38 - Mirandola ( Modena );https://www.asretigas.it;800411760;Attivo;Gas naturale;1607
Emilia-Romagna;BO;Bologna;INRETE DISTRIBUZIONE ENERGIA;03479071205;25367;Viale Carlo Berti Pichat 2/4 - Bologna ( Bologna );http://www.inretedistribuzione.it;800.713.666;Attivo;Gas naturale;6161
Emilia-Romagna;BO;Calderara di Reno;INRETE DISTRIBUZIONE ENERGIA;03479071205;25367;Viale Carlo Berti Pichat 2/4 - Bologna ( Bologna );http://www.inretedistribuzione.it;800.713.666;Attivo;Gas naturale;6161
Emilia-Romagna;BO;Casalfiumanese;BUTAN GAS S.P.A.;00894461003;1682;Via Larga 9/11 - Milano ( Milano );http://www.butangas.it;800.971.997;Attivo;GPL;
Emilia-Romagna;BO;Castel San Pietro Terme;INRETE DISTRIBUZIONE ENERGIA;03479071205;25367;Viale Carlo Berti Pichat 2/4 - Bologna ( Bologna );http://www.inretedistribuzione.it;800713666;Attivo;Gas naturale;6161
Emilia-Romagna;BO;Castel d'Aiano;ENTAR SRL;01683750366;830;Via MAURO TESI 963 - Zocca ( Modena );http://www.entar.it;800124999;Attivo;Gas naturale;0202
Emilia-Romagna;BO;Castel di Casio;INRETE DISTRIBUZIONE ENERGIA;03479071205;25367;Viale Carlo Berti Pichat 2/4 - Bologna ( Bologna );http://www.inretedistribuzione.it;800.713.666;Attivo;Gas naturale;6161
Emilia-Romagna;BO;Monterenzio;INRETE DISTRIBUZIONE ENERGIA;03479071205;25367;Viale Carlo Berti Pichat 2/4 - Bologna ( Bologna );http://www.inretedistribuzione.it;800 713 666;Attivo;Gas naturale;6161
Emilia-Romagna;BO;Monzuno;INRETE DISTRIBUZIONE ENERGIA;03479071205;25367;Viale Carlo Berti Pichat 2/4 - Bologna ( Bologna );http://www.inretedistribuzione.it;800.713.666;Attivo;Gas naturale;6161
Emilia-Romagna;BO;Pieve di Cento;INRETE DISTRIBUZIONE ENERGIA;03479071205;25367;Viale Carlo Berti Pichat 2/4 - Bologna ( Bologna );http://www.inretedistribuzione.it;800713666;Attivo;Gas naturale;6161
Emilia-Romagna;BO;Valsamoggia;INRETE DISTRIBUZIONE ENERGIA;03479071205;25367;Viale Carlo Berti Pichat 2/4 - Bologna ( Bologna );http://www.inretedistribuzione.it;800713666;Attivo;Gas naturale;6161
Emilia-Romagna;FC;Cesena;INRETE DISTRIBUZIONE ENERGIA;03479071205;25367;Viale Carlo Berti Pichat 2/4 - Bologna ( Bologna );http://www.inretedistribuzione.it;800 713 666;Attivo;Gas naturale;6161
Emilia-Romagna;FC;Forlì;INRETE DISTRIBUZIONE ENERGIA;03479071205;25367;Viale Carlo Berti Pichat 2/4 - Bologna ( Bologna );http://www.inretedistribuzione.it;800.713.666;Attivo;Gas naturale;6161
Emilia-Romagna;FC;Mercato Saraceno;ADRIGAS;00353660400;38;Via Chiabrera 34/G - Rimini ( Rimini );http://www.adrigas.it;800339944;Attivo;Gas naturale;0249
Emilia-Romagna;FC;Modigliana;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800900999;Attivo;Gas naturale;0088
Emilia-Romagna;FC;Savignano sul Rubicone;INRETE DISTRIBUZIONE ENERGIA;03479071205;25367;Viale Carlo Berti Pichat 2/4 - Bologna ( Bologna );http://www.inretedistribuzione.it;800.713.666;Attivo;Gas naturale;6161
Emilia-Romagna;FE;Goro;INRETE DISTRIBUZIONE ENERGIA;03479071205;25367;Viale Carlo Berti Pichat 2/4 - Bologna ( Bologna );http://www.inretedistribuzione.it;800713666;Attivo;Gas naturale;6161
Emilia-Romagna;FE;Ostellato;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800.900.999;Attivo;Gas naturale;0088
Emilia-Romagna;FE;Tresignana;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800.900.999;Attivo;Gas naturale;0088
Emilia-Romagna;MO;Camposanto;AS RETIGAS SRL;03167510365;1112;Via Maestri del Lavoro 38 - Mirandola ( Modena );https://www.asretigas.it;800411760;Attivo;Gas naturale;1607
Emilia-Romagna;MO;Castelvetro di Modena;INRETE DISTRIBUZIONE ENERGIA;03479071205;25367;Viale Carlo Berti Pichat 2/4 - Bologna ( Bologna );http://www.inretedistribuzione.it;800.713.666;Attivo;Gas naturale;6161
Emilia-Romagna;MO;Concordia sulla Secchia;AS RETIGAS SRL;03167510365;1112;Via Maestri del Lavoro 38 - Mirandola ( Modena );https://www.asretigas.it;800411760;Attivo;Gas naturale;1607
Emilia-Romagna;MO;Formigine;INRETE DISTRIBUZIONE ENERGIA;03479071205;25367;Viale Carlo Berti Pichat 2/4 - Bologna ( Bologna );http://www.inretedistribuzione.it;800713666;Attivo;Gas naturale;6161
Emilia-Romagna;MO;Guiglia;ENTAR SRL;01683750366;830;Via MAURO TESI 963 - Zocca ( Modena );http://www.entar.it;800124999;Attivo;Gas naturale;0202
Emilia-Romagna;MO;Marano sul Panaro;INRETE DISTRIBUZIONE ENERGIA;03479071205;25367;Viale Carlo Berti Pichat 2/4 - Bologna ( Bologna );http://www.inretedistribuzione.it;800.713.666;Attivo;Gas naturale;6161
Emilia-Romagna;MO;Montefiorino;GOLDENGAS;00080300429;1861;Via Giordano Bruno 20/4 - Senigallia ( Ancona );http://www.goldengas.it;8009983804;Attivo;GPL;
Emilia-Romagna;MO;Nonantola;INRETE DISTRIBUZIONE ENERGIA;03479071205;25367;Viale Carlo Berti Pichat 2/4 - Bologna ( Bologna );http://www.inretedistribuzione.it;800713666;Attivo;Gas naturale;6161
Emilia-Romagna;MO;Polinago;INRETE DISTRIBUZIONE ENERGIA;03479071205;25367;Viale Carlo Berti Pichat 2/4 - Bologna ( Bologna );http://www.inretedistribuzione.it;800.713.666;Attivo;Gas naturale;6161
Emilia-Romagna;MO;Riolunato;GOLDENGAS;00080300429;1861;Via Giordano Bruno 20/4 - Senigallia ( Ancona );http://www.goldengas.it;8009983804;Attivo;GPL;
Emilia-Romagna;MO;San Felice sul Panaro;AS RETIGAS SRL;03167510365;1112;Via Maestri del Lavoro 38 - Mirandola ( Modena );https://www.asretigas.it;800411760;Attivo;Gas naturale;1607
Emilia-Romagna;MO;Savignano sul Panaro;INRETE DISTRIBUZIONE ENERGIA;03479071205;25367;Viale Carlo Berti Pichat 2/4 - Bologna ( Bologna );http://www.inretedistribuzione.it;800713666;Attivo;Gas naturale;6161
Emilia-Romagna;MO;Serramazzoni;INRETE DISTRIBUZIONE ENERGIA;03479071205;25367;Viale Carlo Berti Pichat 2/4 - Bologna ( Bologna );http://www.inretedistribuzione.it;800.713.666;Attivo;Gas naturale;6161
Emilia-Romagna;MO;Serramazzoni;INRETE DISTRIBUZIONE ENERGIA;03479071205;25367;Viale Carlo Berti Pichat 2/4 - Bologna ( Bologna );http://www.inretedistribuzione.it;800713666;Attivo;Gas naturale;6161
Emilia-Romagna;PC;Calendasco;AP RETI GAS NORD OVEST S.P.A.;12060630964;37575;Via VERIZZO 1030 - Pieve di Soligo ( Treviso );https://www.apretigasnordovest.it;800442468;Attivo;Gas naturale;6213
Emilia-Romagna;PC;Ferriere;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800.900.999;Attivo;Gas naturale;0088
Emilia-Romagna;PC;Gossolengo;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800.900.999;Attivo;Gas naturale;0088
Emilia-Romagna;PC;Monticelli d'Ongina;AP RETI GAS NEXT GRIDS S.P.A.;01584260192;21366;Via Verizzo 1030 - Pieve di Soligo ( Treviso );https://www.apretigasnextgrids.it;800032813;Attivo;Gas naturale;6144
Emilia-Romagna;PC;Ottone;LIQUIGAS SPA;03316690175;477;Corso Zanardelli 32 - Brescia ( Brescia );http://www.liquigas.it/;800088538;Attivo;GPL;6207
Emilia-Romagna;PC;Piozzano;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800.900.999;Attivo;Gas naturale;0088
Emilia-Romagna;PC;Rivergaro;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800.900.999;Attivo;Gas naturale;0088
Emilia-Romagna;PR;Collecchio;IRETI GAS S.P.A.;02837570999;38350;Strada SANTA MARGHERITA 6/A - Parma ( Parma );https://www.iretigas.it/;800010020;Attivo;Gas naturale;6218
Emilia-Romagna;PR;Corniglio;IRETI GAS S.P.A.;02837570999;38350;Strada SANTA MARGHERITA 6/A - Parma ( Parma );https://www.iretigas.it/;800010020;Attivo;Gas naturale;6218
Emilia-Romagna;PR;Fidenza;GP INFRASTRUTTURE S.R.L.;09518350153;741;Viale Enrico Forlanini 17 - Milano ( Milano );http://www.gpinfrastrutture.it;800992730;Attivo;Gas naturale;1536
Emilia-Romagna;PR;Fornovo di Taro;IRETI GAS S.P.A.;02837570999;38350;Strada SANTA MARGHERITA 6/A - Parma ( Parma );https://www.iretigas.it/;800010020;Attivo;Gas naturale;6218
Emilia-Romagna;PR;Langhirano;IRETI GAS S.P.A.;02837570999;38350;Strada SANTA MARGHERITA 6/A - Parma ( Parma );https://www.iretigas.it/;800010020;Attivo;Gas naturale;6218
Emilia-Romagna;PR;Lesignano de' Bagni;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800.900.999;Attivo;Gas naturale;0088
Emilia-Romagna;PR;Monchio delle Corti;SG DISTRIBUZIONE S.R.L.;03000750343;37693;Via GIORGIO PERLASCA 20/C - Fidenza ( Parma );http://www.sgdistribuzione.info;800348952;Attivo;GPL;6215
Emilia-Romagna;PR;Noceto;GP INFRASTRUTTURE S.R.L.;09518350153;741;Viale Enrico Forlanini 17 - Milano ( Milano );http://www.gpinfrastrutture.it;800992730;Attivo;Gas naturale;1536
Emilia-Romagna;PR;San Secondo Parmense;IRETI GAS S.P.A.;02837570999;38350;Strada SANTA MARGHERITA 6/A - Parma ( Parma );https://www.iretigas.it/;800010020;Attivo;Gas naturale;6218
Emilia-Romagna;PR;Tizzano Val Parma;SG DISTRIBUZIONE S.R.L.;03000750343;37693;Via GIORGIO PERLASCA 20/C - Fidenza ( Parma );http://www.sgdistribuzione.info;800348952;Attivo;GPL;6215
Emilia-Romagna;RA;Bagnara di Romagna;INRETE DISTRIBUZIONE ENERGIA;03479071205;25367;Viale Carlo Berti Pichat 2/4 - Bologna ( Bologna );http://www.inretedistribuzione.it;800.713.666;Attivo;Gas naturale;6161
Emilia-Romagna;RA;Faenza;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800900999;Attivo;Gas naturale;0088
Emilia-Romagna;RA;Massa Lombarda;INRETE DISTRIBUZIONE ENERGIA;03479071205;25367;Viale Carlo Berti Pichat 2/4 - Bologna ( Bologna );http://www.inretedistribuzione.it;800.713.666;Attivo;Gas naturale;6161
Emilia-Romagna;RE;Campagnola Emilia;IRETI GAS S.P.A.;02837570999;38350;Strada SANTA MARGHERITA 6/A - Parma ( Parma );https://www.iretigas.it/;800010020;Attivo;Gas naturale;6218
Emilia-Romagna;RE;Castellarano;IRETI GAS S.P.A.;02837570999;38350;Strada SANTA MARGHERITA 6/A - Parma ( Parma );https://www.iretigas.it/;800010020;Attivo;Gas naturale;6218
Emilia-Romagna;RE;Guastalla;IRETI GAS S.P.A.;02837570999;38350;Strada SANTA MARGHERITA 6/A - Parma ( Parma );https://www.iretigas.it/;800010020;Attivo;Gas naturale;6218
Emilia-Romagna;RE;Guastalla;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800.900.999;Attivo;Gas naturale;0088
Emilia-Romagna;RE;Reggiolo;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800.900.999;Attivo;Gas naturale;0088
Emilia-Romagna;RE;Rubiera;AS RETIGAS SRL;03167510365;1112;Via Maestri del Lavoro 38 - Mirandola ( Modena );https://www.asretigas.it;800411760;Attivo;Gas naturale;1607
Emilia-Romagna;RE;Rubiera;IRETI GAS S.P.A.;02837570999;38350;Strada SANTA MARGHERITA 6/A - Parma ( Parma );https://www.iretigas.it/;800010020;Attivo;Gas naturale;6218
Emilia-Romagna;RE;Viano;IRETI GAS S.P.A.;02837570999;38350;Strada SANTA MARGHERITA 6/A - Parma ( Parma );https://www.iretigas.it/;800010020;Attivo;GPL;6218
Emilia-Romagna;RN;Montefiore Conca;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800.900.999;Attivo;Gas naturale;0088
Emilia-Romagna;RN;Montegridolfo;ADRIGAS;00353660400;38;Via Chiabrera 34/G - Rimini ( Rimini );http://www.adrigas.it;800339944;Attivo;Gas naturale;0249
Emilia-Romagna;RN;Rimini;ADRIGAS;00353660400;38;Via Chiabrera 34/G - Rimini ( Rimini );http://www.adrigas.it;800339944;Attivo;Gas naturale;0249
Emilia-Romagna;RN;Santarcangelo di Romagna;ADRIGAS;00353660400;38;Via Chiabrera 34/G - Rimini ( Rimini );http://www.adrigas.it;800339944;Attivo;Gas naturale;0249
Emilia-Romagna;RN;Verucchio;ADRIGAS;00353660400;38;Via Chiabrera 34/G - Rimini ( Rimini );http://www.adrigas.it;800339944;Attivo;Gas naturale;0249
Friuli-Venezia Giulia;GO;Gradisca d'Isonzo;ACEGASAPSAMGA S.P.A.;00930530324;926;Via del Teatro 5 - Trieste ( Trieste );http://www.acegasapsamga.it;800996060;Attivo;Gas naturale;1182
Friuli-Venezia Giulia;GO;Grado;AP RETI GAS S.P.A.;04802420267;25420;Via VERIZZO 1030 - Pieve di Soligo ( Treviso );http://www.apretigas.it;800984040;Attivo;Gas naturale;6160
Friuli-Venezia Giulia;GO;Mossa;ACEGASAPSAMGA S.P.A.;00930530324;926;Via del Teatro 5 - Trieste ( Trieste );http://www.acegasapsamga.it;800996060;Attivo;Gas naturale;1182
Friuli-Venezia Giulia;GO;Ronchi dei Legionari;ACEGASAPSAMGA S.P.A.;00930530324;926;Via del Teatro 5 - Trieste ( Trieste );http://www.acegasapsamga.it;800996060;Attivo;Gas naturale;1182
Friuli-Venezia Giulia;GO;San Lorenzo Isontino;ACEGASAPSAMGA S.P.A.;00930530324;926;Via del Teatro 5 - Trieste ( Trieste );http://www.acegasapsamga.it;800996060;Attivo;Gas naturale;1182
Friuli-Venezia Giulia;GO;San Pier d'Isonzo;ACEGASAPSAMGA S.P.A.;00930530324;926;Via del Teatro 5 - Trieste ( Trieste );http://www.acegasapsamga.it;800996060;Attivo;Gas naturale;1182
Friuli-Venezia Giulia;GO;Villesse;ACEGASAPSAMGA S.P.A.;00930530324;926;Via del Teatro 5 - Trieste ( Trieste );http://www.acegasapsamga.it;800996060;Attivo;Gas naturale;1182
Friuli-Venezia Giulia;PN;Casarsa della Delizia;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800900999;Attivo;Gas naturale;0088
Friuli-Venezia Giulia;PN;Sacile;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800900999;Attivo;Gas naturale;0088
Friuli-Venezia Giulia;TS;Muggia;ACEGASAPSAMGA S.P.A.;00930530324;926;Via del Teatro 5 - Trieste ( Trieste );http://www.acegasapsamga.it;800996060;Attivo;Gas naturale;1182
Friuli-Venezia Giulia;UD;Attimis;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800900999;Attivo;Gas naturale;0088
Friuli-Venezia Giulia;UD;Carlino;AP RETI GAS S.P.A.;04802420267;25420;Via VERIZZO 1030 - Pieve di Soligo ( Treviso );http://www.apretigas.it;800984040;Attivo;Gas naturale;6160
Friuli-Venezia Giulia;UD;Chiopris-Viscone;AP RETI GAS S.P.A.;04802420267;25420;Via VERIZZO 1030 - Pieve di Soligo ( Treviso );http://www.apretigas.it;800984040;Attivo;Gas naturale;6160
Friuli-Venezia Giulia;UD;Marano Lagunare;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800900999;Attivo;Gas naturale;0088
Friuli-Venezia Giulia;UD;Mereto di Tomba;ACEGASAPSAMGA S.P.A.;00930530324;926;Via del Teatro 5 - Trieste ( Trieste );http://www.acegasapsamga.it;800996060;Attivo;Gas naturale;1182
Friuli-Venezia Giulia;UD;Paluzza;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800900999;Attivo;Gas naturale;0088
Friuli-Venezia Giulia;UD;Resiutta;ACEGASAPSAMGA S.P.A.;00930530324;926;Via del Teatro 5 - Trieste ( Trieste );http://www.acegasapsamga.it;800996060;Attivo;Gas naturale;1182
Friuli-Venezia Giulia;UD;Ronchis;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800900999;Attivo;Gas naturale;0088
Friuli-Venezia Giulia;UD;Ruda;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800.900.999;Attivo;Gas naturale;0088
Friuli-Venezia Giulia;UD;Tarvisio;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800.900.999;Attivo;Gas naturale;0088
Lazio;FR;Arce;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800.900.999;Attivo;Gas naturale;0088
Lazio;FR;Colfelice;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800.900.999;Attivo;Gas naturale;0088
Lazio;FR;Coreno Ausonio;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800.900.999;Attivo;Gas naturale;0088
Lazio;FR;Fiuggi;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800.900.999;Attivo;Gas naturale;0088
Lazio;FR;Frosinone;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800.900.999;Attivo;Gas naturale;0088
Lazio;FR;Giuliano di Roma;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800.900.999;Attivo;Gas naturale;0088
Lazio;FR;Piedimonte San Germano;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800.900.999;Attivo;Gas naturale;0088
Lazio;FR;Rocca d'Arce;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800.900.999;Attivo;Gas naturale;0088
Lazio;FR;Sant'Apollinare;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800.900.999;Attivo;Gas naturale;0088
Lazio;FR;Torre Cajetani;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800900999;Attivo;Gas naturale;0088
Lazio;FR;Trevi nel Lazio;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800900999;Attivo;Gas naturale;0088
Lazio;FR;Vallerotonda;AGN ENERGIA;06170180019;1488;Via AMALFI 6 - Volpiano ( Torino );http://www.agnenergia.com;800257257;Attivo;GPL;0787
Lazio;LT;Bassiano;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800900999;Attivo;Gas naturale;0088
Lazio;LT;Lenola;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800.900.999;Attivo;Gas naturale;0088
Lazio;RI;Amatrice;ULTRAGAS C.M. S.P.A.;01885890697;793;Via V. Sicilia  66 - Roma ( Roma );http://www.ultragas.it;800996633;Attivo;GPL;
Lazio;RI;Belmonte in Sabina;CENTRIA;02166820510;20103;Via Igino Cocchi 14 - Arezzo ( Arezzo );http://www.centria.it;800975975;Attivo;Gas naturale;6140
Lazio;RI;Borbona;CGM DISTRIBUZIONE SRL;02052260763;34768;Via Delle Magnolie n.83 - Atella ( Potenza );https://www.cgmdistribuzione.it;800992701;Attivo;Gas naturale;6202
Lazio;RI;Borgorose;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800900999;Attivo;Gas naturale;0088
Lazio;RI;Cantalice;ITALGAS RETI S.P.A.;00489490011;807;Largo Regio Parco 11 - Torino ( Torino );http://www.italgas.it;800900999;Attivo;Gas naturale;0088
Lazio;RI;Colle di Tora;ENILIVE S.P.A.;11403240960;38507;Via Giorgio Ribotta 51 - Roma ( Roma );https://www.enilive.it;800.900.354;Attivo;GPL;
Lazio;RI;Contigliano;BRUNO RETI GAS SRL;03977830797;42170;Via POLA 10 - Catanzaro ( Catanzaro );https://www.brunoretigas.it;0746695520;Attivo;GPL;
Lazio;RI;Marcetelli;BUTAN GAS S.P.A.;00894461003;1682;Via Larga 9/11 - Milano ( Milano );http://www.butangas.it;800.971.997;Attivo;GPL;
Lazio;RI;Monte San Giovanni in Sabina;SILCA SRL;00052520558;2624;Via Cesare Battisti 176 - Terni ( Terni );http://www.silcapetroli.it;800257257;Attivo;GPL;
